"Table 14. Class of Ownership, Number of Bundled Ultimate Consumers, Revenue, Sales, and",,,,,
                 Average Revenue per Kilowatthour for the Residential Sector by State,,,,,
"                 Utility, 2002",,,,,
,,,,,
State,Class of,Number of,Revenue,Sales,Average Revenue
Price Municipal Corporation,Publicly Owned,"3,300","1,563","22,900",6.83
Provo City Corporation,Publicly Owned,"28,153","15,946","213,901",7.45
Raft River Rural Elec Coop Inc,Cooperative,361,281,"4,232",6.64
Salem City Corporation,Publicly Owned,"1,339",963,"14,384",6.69
Santa Clara City of,Publicly Owned,"1,525","1,788","21,362",8.37
Spanish Fork City Corporation,Publicly Owned,"6,710","4,181","51,953",8.05
Spring City Corporation,Publicly Owned,424,275,"2,666",10.32
Springville City of,Publicly Owned,"7,394","5,486","57,265",9.58
St George City of,Publicly Owned,"17,803","13,020","210,792",6.18
Strawberry Electric Serv Dist,Publicly Owned,"2,573","2,946","30,153",9.77
Washington City of,Publicly Owned,"3,864","2,299","32,592",7.05
Wells Rural Electric Co,Cooperative,523,433,"5,287",8.19
 State Total,,"799,194","471,282","6,938,291",6.79
Vermont,,,,,
"Barton Village, Inc",Publicly Owned,"1,856","1,342","10,473",12.81
Burlington City of,Publicly Owned,"15,969","8,690","91,615",9.49
Central Vermont Pub Serv Corp,Investor-Owned,"126,358","121,420","915,031",13.27
Citizens Communications Co,Investor-Owned,"18,279","14,044","115,456",12.16
Enosburg Falls Village of,Publicly Owned,"1,361","1,563","11,970",13.06
Green Mountain Power Corp,Investor-Owned,"74,543","71,699","553,294",12.96
Hardwick Town of,Publicly Owned,"3,602","2,770","22,102",12.53
Hyde Park Village of,Publicly Owned,"1,052",780,"7,952",9.81
Jacksonville Village of,Publicly Owned,575,361,"3,454",10.45
Johnson Village of,Publicly Owned,702,429,"5,711",7.51
Ludlow Village of,Publicly Owned,"2,338","1,437","16,050",8.95
Lyndonville Village of,Publicly Owned,"4,466","2,954","32,019",9.23
Morrisville Village of,Publicly Owned,"3,455","2,199","19,581",11.23
Northfield Village of,Publicly Owned,"1,639","1,340","10,619",12.62
Omya Inc,Investor-Owned,814,501,"6,076",8.25
Orleans Village of,Publicly Owned,599,350,"4,101",8.53
Readsboro Town of,Publicly Owned,266,144,"1,652",8.72
Rochester Electric Lt & Pwr Co,Investor-Owned,811,633,"4,347",14.56
Stowe Town of,Publicly Owned,"2,872","2,348","19,820",11.85
Swanton Village of,Publicly Owned,"2,930","2,408","24,032",10.02
"Vermont Electric Coop, Inc",Cooperative,"15,466","15,357","115,672",13.28
"Washington Electric Coop, Inc",Cooperative,"9,265","8,759","55,791",15.70
 State Total,,"289,218","261,528","2,046,818",12.78
Virginia,,,,,
A & N Electric Cooperative,Cooperative,"9,492","10,086","107,090",9.42
Appalachian Power Co,Investor-Owned,"421,142","325,862","6,061,620",5.38
"BARC Electric Cooperative, Inc",Cooperative,"11,094","11,341","107,482",10.55
Bedford City of,Publicly Owned,"5,531","4,889","75,016",6.52
Blackstone Town of,Publicly Owned,"1,663","1,459","18,944",7.70
Bristol Virginia Utilities,Publicly Owned,"13,672","10,440","205,412",5.08
Central Virginia Electric Coop,Cooperative,"26,881","32,451","399,939",8.11
Community Electric Cooperative,Cooperative,"8,086","11,546","132,917",8.69
Craig-Botetourt Electric Coop,Cooperative,"5,553","5,185","61,163",8.48
Culpeper Town of,Publicly Owned,"2,388","1,872","22,231",8.42
Danville City of,Publicly Owned,"37,216","28,403","491,312",5.78
Delmarva Power & Light Company,Investor-Owned,"18,757","16,277","171,076",9.51
Elkton Town of,Publicly Owned,866,745,"9,301",8.01
Franklin City of,Publicly Owned,"4,479","4,966","66,706",7.44
Front Royal Town of,Publicly Owned,"6,108","5,340","80,624",6.62
Harrisonburg City of,Publicly Owned,"13,773","10,530","164,266",6.41
Kentucky Utilities Co,Investor-Owned,"25,305","19,523","413,164",4.73
Manassas City of,Publicly Owned,"12,224","12,417","174,186",7.13
Martinsville City of,Publicly Owned,"7,725","5,775","95,663",6.04
"Mecklenburg Electric Coop, Inc",Cooperative,"27,973","30,257","326,718",9.26
"Northern Neck Elec Coop, Inc",Cooperative,"15,167","17,577","178,890",9.83
Northern Virginia Elec Coop,Cooperative,"101,901","153,174","1,575,816",9.72
Powell Valley Electric Coop,Cooperative,"6,389","5,942","87,462",6.79
Prince George Electric Coop,Cooperative,"8,777","12,164","138,217",8.80
Radford City of,Publicly Owned,"6,297","4,565","74,664",6.11
Rappahannock Electric Coop,Cooperative,"76,752","109,087","1,152,634",9.46
Richlands Town of,Publicly Owned,"2,139","1,756","31,112",5.64
Salem City of,Publicly Owned,"10,801","7,157","130,550",5.48
Shenandoah Valley Elec Coop,Cooperative,"25,538","34,022","392,630",8.67
"Southside Electric Coop, Inc",Cooperative,"45,194","63,119","594,941",10.61
The Potomac Edison Co,Investor-Owned,"74,893","70,824","1,075,661",6.58
Virginia Electric & Power Co,Investor-Owned,"1,828,110","2,098,843","25,526,415",8.22
Virginia Tech Electric Service,Publicly Owned,"4,525","3,158","56,988",5.54
Wakefield Town of,Publicly Owned,434,464,"9,713",4.78
 State Total,,"2,866,845","3,131,216","40,210,523",7.79
Washington,,,,,
"Alder Mutual Light Co, Inc",Cooperative,239,201,"2,814",7.14
Avista Corp,Investor-Owned,"188,648","134,189","2,192,350",6.12
Benton Rural Electric Assn,Cooperative,"10,268","13,961","191,576",7.29
"Big Bend Electric Coop, Inc",Cooperative,"3,764","4,620","84,646",5.46
Blaine City of,Publicly Owned,"1,945","1,231","20,062",6.14
Cashmere City of,Publicly Owned,951,602,"19,830",3.04
Centralia City of,Publicly Owned,"7,608","5,998","114,358",5.24
Cheney City of,Publicly Owned,"3,318","2,653","40,957",6.48
Chewelah City of,Publicly Owned,"1,065",627,"10,594",5.92
Clearwater Power Company,Cooperative,712,737,"8,228",8.96
"Columbia Rural Elec Assn, Inc",Cooperative,"1,822","1,971","35,651",5.53
Coulee Dam City of,Publicly Owned,538,413,"10,007",4.13
Eatonville Town of,Publicly Owned,"1,506",496,"12,831",3.87
Ellensburg City of,Publicly Owned,"6,701","3,164","56,151",5.63
Elmhurst Mutual Power & Light Co,Cooperative,"12,041","9,107","207,871",4.38
Inland Power & Light Company,Cooperative,"28,554","24,964","487,599",5.12
Kootenai Electric Coop Inc,Cooperative,44,54,893,6.05
Lakeview Light & Power,Cooperative,"7,360","5,380","116,268",4.63
McCleary City of,Publicly Owned,848,975,"15,042",6.48
Milton City of,Publicly Owned,"2,906","2,306","34,402",6.70
Modern Electric Water Company,Cooperative,"7,749","4,187","90,213",4.64
"Nespelem Valley Elec Coop, Inc",Cooperative,"1,153","1,249","17,536",7.12
"Northern Lights, Inc",Cooperative,19,15,164,9.15
"Ohop Mutual Light Company, Inc",Cooperative,"3,555","3,255","62,939",5.17
"Okanogan County Elec Coop, Inc",Cooperative,"2,384","2,099","25,339",8.28
Orcas Power & Light Cooperative,Cooperative,"10,180","9,985","127,719",7.82
PacifiCorp,Investor-Owned,"97,490","65,230","1,463,044",4.46
Parkland Light & Water Company,Cooperative,"3,531","2,224","53,192",4.18
Peninsula Light Company,Cooperative,"24,055","28,315","370,458",7.64
Port Angeles City of,Publicly Owned,"8,305","7,174","134,553",5.33
Public Utility District No 1,Publicly Owned,"1,825","1,795","24,841",7.23
Public Utility District No 1,Publicly Owned,"4,596","4,327","60,752",7.12
Public Utility District No 2,Publicly Owned,"13,585","11,173","160,504",6.96
PUD No 1 of Benton County,Publicly Owned,"35,263","41,277","622,196",6.63
PUD No 1 of Chelan County,Publicly Owned,"30,661","18,234","613,010",2.97
PUD No 1 of Clallam County,Publicly Owned,"23,661","25,754","381,314",6.75
PUD No 1 of Clark County,Publicly Owned,"147,140","155,186","2,050,486",7.57
PUD No 1 of Cowlitz County,Publicly Owned,"39,982","36,147","712,930",5.07
PUD No 1 of Douglas County,Publicly Owned,"13,923","7,199","319,777",2.25
PUD No 1 of Ferry County,Publicly Owned,"2,606","2,350","31,016",7.58
PUD No 1 of Franklin County,Publicly Owned,"15,367","17,051","240,467",7.09
PUD No 1 of Grays Harbor Cnty,Publicly Owned,"30,214","35,815","482,339",7.43
PUD No 1 of Kittitas County,Publicly Owned,"2,892","2,877","40,257",7.15
PUD No 1 of Klickitat County,Publicly Owned,"8,741","7,892","117,315",6.73
PUD No 1 of Lewis County,Publicly Owned,"23,060","20,439","383,542",5.33
PUD No 1 of Macon County,Publicly Owned,"4,275","3,558","46,000",7.73
PUD No 1 of Okanogan County,Publicly Owned,"15,328","13,355","261,205",5.11
PUD No 1 of Pend Oreille Cnty,Publicly Owned,"6,984","4,655","126,747",3.67
PUD No 2 of Grant County,Publicly Owned,"30,211","25,840","640,353",4.04
PUD No 3 of Mason County,Publicly Owned,"26,638","22,367","351,661",6.36
Puget Sound Energy Inc,Investor-Owned,"839,878","618,970","9,801,319",6.32
Richland City of,Publicly Owned,"16,635","14,491","282,068",5.14
Ruston Town of,Publicly Owned,406,306,"5,498",5.57
Seattle City of,Publicly Owned,"327,128","211,964","3,073,673",6.90
Snohomish County PUD No 1,Publicly Owned,"251,000","257,907","3,233,187",7.98
Steilacoom Town of,Publicly Owned,"2,605","2,392","30,532",7.83
Sumas City of,Publicly Owned,418,251,"3,500",7.17
Tacoma City of,Publicly Owned,"137,785","106,452","1,792,236",5.94
Tanner Electric Cooperative,Cooperative,"3,816","3,575","49,241",7.26
Vera Irrigation District #15,Publicly Owned,"7,839","6,852","120,744",5.67
 State Total,,"2,503,721","2,017,833","32,065,997",6.29
West Virginia,,,,,
Appalachian Power Co,Investor-Owned,"368,172","290,648","5,376,575",5.41
Black Diamond Power Company,Investor-Owned,"1,428",953,"15,344",6.21
Craig-Botetourt Electric Coop,Cooperative,408,233,"2,337",9.97
Elk Power Co,Investor-Owned,"1,141",663,"10,929",6.07
Elkhorn Public Service Co,Investor-Owned,159,122,"1,944",6.28
"Harrison Rural Elec Assn, Inc",Cooperative,"5,434","4,431","49,060",9.03
Kimball Light & Water Co,Investor-Owned,250,197,"3,439",5.73
Monongahela Power Co,Investor-Owned,"315,871","227,858","3,140,813",7.25
New Martinsville City of,Publicly Owned,"1,460",814,"12,808",6.36
Philippi Municipal Electric,Publicly Owned,"1,380",888,"12,918",6.87
Shenandoah Valley Elec Coop,Cooperative,"1,666","1,958","25,102",7.80
The Potomac Edison Co,Investor-Owned,"95,793","93,218","1,348,265",6.91
Union Power Co,Investor-Owned,"1,110",674,"11,208",6.01
United Light & Power Co,Investor-Owned,843,735,"11,700",6.28
War Light & Power Co,Investor-Owned,744,580,"9,521",6.09
Wheeling Power Co,Investor-Owned,"35,777","27,182","412,183",6.59
 State Total,,"831,636","651,154","10,444,146",6.23
Wisconsin,,,,,
Adams-Columbia Electric Coop,Cooperative,"31,057","21,834","266,226",8.20
Algoma Utility Comm,Publicly Owned,"1,636",838,"11,779",7.11
Arcadia City of,Publicly Owned,"1,110",534,"9,244",5.78
Argyle City of,Publicly Owned,387,215,"4,102",5.24
Bangor City of,Publicly Owned,"1,134",776,"10,549",7.36
Barron City of,Publicly Owned,"1,484",848,"13,962",6.07
Barron Electric Cooperative,Cooperative,"10,988","12,443","159,554",7.80
"Bayfield Electric Coop, Inc",Cooperative,"7,653","6,013","60,147",10.00
Belmont Village of,Publicly Owned,460,215,"3,791",5.67
Benton Village of,Publicly Owned,423,219,"3,351",6.54
Black Earth Village of,Publicly Owned,943,682,"8,585",7.94
Black River Falls City of,Publicly Owned,"2,137","1,119","20,247",5.53
Bloomer Electric & Water Co,Publicly Owned,"1,549",939,"16,064",5.85
Boscobel City of,Publicly Owned,"1,440",777,"11,947",6.50
Brodhead Water & Lighting Comm,Publicly Owned,"1,475",915,"13,349",6.85
Cadott Village of,Publicly Owned,608,364,"5,572",6.53
Cashton Village of,Publicly Owned,444,222,"4,074",5.45
Cedarburg Light & Water Comm,Publicly Owned,"4,945","3,115","43,382",7.18
Central Wisconsin Elec Coop,Cooperative,"7,068","5,627","70,142",8.02
Centuria Village of,Publicly Owned,378,226,"3,316",6.82
Chippewa Valley Electric Coop,Cooperative,"6,321","7,212","85,630",8.42
Clark Electric Cooperative,Cooperative,"8,202","9,844","126,831",7.76
Clintonville City of,Publicly Owned,"2,301","1,106","18,490",5.98
Columbus City of,Publicly Owned,"2,012","1,303","17,103",7.62
Consolidated Water Power Co,Investor-Owned,976,467,"8,462",5.52
Cornell City of,Publicly Owned,689,373,"6,260",5.96
Cuba City City of,Publicly Owned,885,502,"7,650",6.56
Cumberland City of,Publicly Owned,"1,110",578,"8,729",6.62
Dahlberg Light & Power Co,Investor-Owned,"9,152","5,128","56,522",9.07
Dunn County Electric Coop,Cooperative,"7,880","9,196","113,813",8.08
Eagle River City of,Publicly Owned,794,345,"5,064",6.81
Eau Claire Electric Coop,Cooperative,"9,143","10,634","123,861",8.59
Elkhorn City of,Publicly Owned,"3,250","1,586","25,451",6.23
Elroy City of,Publicly Owned,776,383,"6,013",6.37
Evansville City of,Publicly Owned,"2,650","1,570","24,800",6.33
Fennimore City of,Publicly Owned,"1,102",625,"9,842",6.35
Florence Utility Comm,Publicly Owned,884,435,"5,717",7.61
Gresham Village of,Publicly Owned,896,614,"7,568",8.11
Hartford Electric,Publicly Owned,"4,559","2,794","36,773",7.60
Hazel Green Village of,Publicly Owned,495,291,"4,780",6.09
Head of The Lakes Elec Coop,Cooperative,"2,635","2,709","32,000",8.47
Hustisford Utilities,Publicly Owned,"1,234",859,"11,762",7.30
"Jackson Electric Coop, Inc",Cooperative,"6,318","6,556","74,839",8.76
Jefferson Utilities,Publicly Owned,"3,221","1,900","29,677",6.40
"Jump River Electric Coop, Inc",Cooperative,"7,709","6,603","68,817",9.60
Juneau Utility Comm,Publicly Owned,896,502,"7,543",6.66
Kaukauna City of,Publicly Owned,"10,855","5,223","115,133",4.54
Kiel City of,Publicly Owned,"1,915","1,092","17,796",6.14
La Farge Municipal Electric Co,Publicly Owned,426,202,"3,121",6.47
Lake Mills Light & Water,Publicly Owned,"2,895","1,720","24,681",6.97
Lodi City of,Publicly Owned,"1,307",815,"10,911",7.47
Madison Gas & Electric Co,Investor-Owned,"112,130","81,258","839,005",9.69
Manitowoc Public Utilities,Publicly Owned,"15,326","8,027","104,604",7.67
Marshfield City of,Publicly Owned,"10,421","4,671","98,643",4.74
Mazomanie Village of,Publicly Owned,668,403,"5,238",7.69
Medford City of,Publicly Owned,"2,525","1,335","23,658",5.64
Menasha City of,Publicly Owned,"6,601","3,536","51,673",6.84
Merrillan Village of,Publicly Owned,384,133,"2,513",5.29
Mt Horeb Village of,Publicly Owned,"2,677","1,593","24,063",6.62
Muscoda City of,Publicly Owned,865,517,"6,877",7.52
New Glarus Village of,Publicly Owned,961,571,"8,354",6.84
New Holstein City of,Publicly Owned,"1,977","1,201","19,664",6.11
New Lisbon City of,Publicly Owned,654,363,"5,000",7.26
New London Electric&Water Util,Publicly Owned,"3,128","1,907","26,623",7.16
New Richmond City of,Publicly Owned,"2,931","1,802","27,435",6.57
"North Central Power Co, Inc",Investor-Owned,"3,833","2,271","21,409",10.61
Northern States Power Co,Investor-Owned,"188,799","137,871","1,818,662",7.58
Northwestern Wisconsin Elec Co,Investor-Owned,"10,602","6,862","75,090",9.14
Oakdale Electric Cooperative,Cooperative,"13,250","11,077","130,157",8.51
Oconomowoc Utilities,Publicly Owned,"6,544","4,082","62,118",6.57
Oconto Electric Cooperative,Cooperative,"8,578","6,872","87,942",7.81
Oconto Falls Water & Light Comm,Publicly Owned,"1,265",735,"10,470",7.02
Pardeeville Village of,Publicly Owned,"1,058",539,"9,647",5.59
Pierce-Pepin Coop Services,Cooperative,"6,294","9,857","101,917",9.67
Pioneer Power & Light Co,Investor-Owned,"1,843",892,"11,662",7.65
Plymouth City of,Publicly Owned,"6,478","4,336","63,734",6.80
Polk-Burnett Electric Coop,Cooperative,"17,012","16,431","171,926",9.56
Prairie Du Sac Village of,Publicly Owned,"1,415",798,"12,524",6.37
"Price Electric Coop, Inc",Cooperative,"8,128","5,180","55,498",9.33
Princeton City of,Publicly Owned,813,335,"5,351",6.26
Reedsburg Utility Comm,Publicly Owned,"3,763","2,289","35,024",6.54
Rice Lake Utilities,Publicly Owned,"4,142","2,370","39,805",5.95
Richland Center City of,Publicly Owned,"2,407","1,148","17,490",6.56
Richland Electric Cooperative,Cooperative,"3,339","3,586","39,395",9.10
River Falls City of,Publicly Owned,"4,402","3,068","39,515",7.76
Riverland Energy Cooperative,Cooperative,"13,904","17,083","186,866",9.14
Rock County Electric Coop Assn,Cooperative,"5,347","5,207","66,503",7.83
Sauk City Village of,Publicly Owned,"1,366",790,"11,731",6.73
Scenic Rivers Energy Coop,Cooperative,"11,762","15,547","190,267",8.17
Shawano Municipal Utilities,Publicly Owned,"3,906","2,056","32,660",6.30
Sheboygan Falls City of,Publicly Owned,"3,134","1,349","26,079",5.17
Shullsburg City of,Publicly Owned,590,328,"5,219",6.28
Slinger Utilities,Publicly Owned,"1,381",913,"12,281",7.43
Spooner City of,Publicly Owned,"1,236",591,"9,924",5.96
St Croix Electric Cooperative,Cooperative,"7,600","9,762","117,000",8.34
Stoughton City of,Publicly Owned,"7,165","3,878","66,000",5.88
Stratford Village of,Publicly Owned,658,381,"5,000",7.62
Sturgeon Bay City of,Publicly Owned,"6,656","3,599","52,851",6.81
Sun Prairie Water & Light Comm,Publicly Owned,"8,905","5,229","80,749",6.48
"Superior Water, Light and Power Company",Investor-Owned,"12,382","5,418","84,289",6.43
Taylor Electric Cooperative,Cooperative,"3,798","4,591","56,216",8.17
Trempealeau Village of,Publicly Owned,925,440,"7,242",6.08
Two Rivers Water & Light,Publicly Owned,"5,527","2,408","37,551",6.41
Vernon Electric Cooperative,Cooperative,"8,989","10,355","116,904",8.86
Viola Village of,Publicly Owned,338,158,"2,482",6.37
"Washington Island El Coop, Inc",Cooperative,853,639,"6,199",10.31
Waterloo Light & Water Comm,Publicly Owned,"1,471",837,"13,639",6.14
Waunakee Village of,Publicly Owned,"3,574","2,283","33,096",6.90
Waupun Utilities,Publicly Owned,"3,586","1,980","31,254",6.34
Westby City of,Publicly Owned,895,564,"8,039",7.02
Westfield Electric Co,Investor-Owned,563,294,"4,151",7.08
Whitehall Electric Utility,Publicly Owned,736,457,"6,976",6.55
Wisconsin Dells Electric Util,Publicly Owned,"1,261",620,"12,000",5.17
Wisconsin Electric Power Co,Investor-Owned,"921,633","679,157","7,983,219",8.51
Wisconsin Power & Light Co,Investor-Owned,"365,070","266,975","3,361,423",7.94
Wisconsin Public Service Corp,Investor-Owned,"351,353","245,820","2,962,175",8.30
Wisconsin Rapids W W & L Comm,Publicly Owned,"10,672","5,715","94,122",6.07
Wonewoc Electric & Water Util,Publicly Owned,467,196,"3,556",5.51
 State Total,,"2,403,723","1,764,624","21,575,371",8.18
