"Table 15. Class of Ownership, Number of Bundled Ultimate Consumers, Revenue, Sales, and",,,,,
                Average Revenue per Kilowatthour for the Commercial Sector by State,,,,,
"                Utility, 2002",,,,,
,,,,,
State,Class of,Number of,Revenue,Sales,Average Revenue
San Saba City of,Publicly Owned,420,"1,116","17,074",6.54
Sanger City of,Publicly Owned,249,370,"3,706",9.98
Schulenburg City of,Publicly Owned,233,240,"3,535",6.79
Seguin City of,Publicly Owned,"1,151","3,838","84,149",4.56
Sempra Energy Solutions,Power Marketer,8,"13,466","313,394",4.30
Seymour City of,Publicly Owned,293,527,"5,224",10.09
Sharyland Utilities LP,Investor-Owned,185,8,85,9.41
Shiner City of,Publicly Owned,165,"1,515","21,892",6.92
Smithville City of,Publicly Owned,273,"1,449","14,634",9.90
South Plains Electric Coop Inc,Cooperative,"6,284","35,462","691,003",5.13
Southwest Arkansas E C C,Cooperative,39,46,729,6.31
"Southwest Rural Elec Assn, Inc",Cooperative,469,"1,353","19,008",7.12
"Southwest Texas Elec Coop, Inc",Cooperative,"3,627","3,510","35,866",9.79
Southwestern Electric Coop Inc,Cooperative,15,28,352,7.95
Southwestern Electric Power Co,Investor-Owned,"24,987","85,763","1,758,024",4.88
Southwestern Public Service Co,Investor-Owned,"53,833","244,983","5,768,397",4.25
"Spark Energy, LP",Power Marketer,51,64,852,7.51
StarEn Power,Power Marketer,199,"1,948","20,187",9.65
Strategic Energy LLC,Power Marketer,596,"165,927","2,830,099",5.86
"Swisher Electric Coop, Inc",Cooperative,297,"1,055","12,597",8.38
"Taylor Electric Coop, Inc",Cooperative,"2,347","5,640","78,186",7.21
Texas Commercial Energy,Power Marketer,"2,115","67,346","1,120,029",6.01
Texas-New Mexico Power Co,Investor-Owned,"28,308","12,298","148,477",8.28
Timpson City of,Publicly Owned,111,344,"4,922",6.99
"Tri-County Electric Coop, Inc",Cooperative,"7,732","16,143","234,267",6.89
"Tri-County Electric Coop, Inc",Cooperative,9,8,76,10.53
"Trinity Valley Elec Coop, Inc",Cooperative,"2,595","6,002","80,909",7.42
Tulia City of,Publicly Owned,337,747,"7,362",10.15
TXU Energy Retail Co LP,Power Marketer,"370,328","1,606,161","20,133,202",7.98
TXU SESCO Energy Serv Co,Investor-Owned,"6,034","15,379","278,526",5.52
United Electric Coop Service Inc,Cooperative,"7,540","18,634","259,703",7.18
Upshur Rural Elec Coop Corp,Cooperative,"4,263","9,620","168,628",5.70
Utility Choice Electric,Power Marketer,"1,778","34,590","606,635",5.70
"Victoria Electric Coop, Inc",Cooperative,"1,946","4,234","56,000",7.56
Waelder City of,Publicly Owned,83,134,"1,473",9.10
Weatherford Mun Utility System,Publicly Owned,"1,652","10,288","133,311",7.72
Weimar City of,Publicly Owned,234,903,"12,590",7.17
"Wharton County Elec Coop, Inc",Cooperative,622,"2,198","29,180",7.53
Whitesboro City of,Publicly Owned,147,167,"1,367",12.22
"Wise Electric Cooperative, Inc",Cooperative,"3,713","4,962","68,545",7.24
"Wood County Electric Coop, Inc",Cooperative,"3,607","9,186","143,328",6.41
"WTU Retail Energy, L.P.",Power Marketer,"35,130","104,803","1,457,410",7.19
"XERS, Inc.",Power Marketer,32,"32,981","722,338",4.57
Yoakum City of,Publicly Owned,569,"2,185","27,876",7.84
 State Total,,"1,325,901","6,094,634","87,745,805",6.95
Utah,,,,,
Beaver City Corporation,Publicly Owned,242,793,"10,998",7.21
Blanding City of,Publicly Owned,279,737,"10,365",7.11
Bountiful City City of,Publicly Owned,"1,166","3,849","60,027",6.41
"Bridger Valley Elec Assn, Inc",Cooperative,160,329,"4,055",8.11
Brigham City Corporation,Publicly Owned,774,"2,629","44,793",5.87
"Dixie Escalante R E A, Inc",Cooperative,587,"2,173","40,863",5.32
"Empire Electric Assn, Inc",Cooperative,267,686,"8,513",8.06
Enterprise City of,Publicly Owned,47,143,"1,717",8.33
Ephraim City of,Publicly Owned,201,"1,244","16,027",7.76
Fairview City Corporation,Publicly Owned,65,128,"1,183",10.82
Fillmore City Corporation,Publicly Owned,239,"1,542","21,604",7.14
"Flowell Electric Assn, Inc",Cooperative,88,120,"2,115",5.67
"Garkane Energy Coop, Inc",Cooperative,791,"2,327","30,733",7.57
Heber Light & Power Company,Publicly Owned,961,"3,608","44,379",8.13
Helper City of,Publicly Owned,49,192,"3,388",5.67
Holden Town of,Publicly Owned,5,18,250,7.20
Hurricane Power Committee,Publicly Owned,458,"1,167","12,520",9.32
Hyrum City Corporation,Publicly Owned,130,762,"11,713",6.51
Kanab City Corporation,Publicly Owned,363,851,"10,290",8.27
Kanosh Town Corporation,Publicly Owned,18,17,161,10.56
Kaysville City Corporation,Publicly Owned,521,"2,389","33,723",7.08
Lehi City Corporation,Publicly Owned,421,"9,626","104,173",9.24
Logan City of,Publicly Owned,"1,918","10,638","153,204",6.94
Manti City of,Publicly Owned,112,150,"2,246",6.68
Meadow Town Corporation,Publicly Owned,10,21,283,7.42
Monroe City of,Publicly Owned,50,222,"3,051",7.28
Moon Lake Electric Assn Inc,Cooperative,"2,794","12,954","189,199",6.85
Morgan City City of,Publicly Owned,216,394,"5,494",7.17
Mt Pleasant City of,Publicly Owned,158,468,"5,884",7.95
"Mt Wheeler Power, Inc",Cooperative,78,99,"1,202",8.24
Murray City of,Publicly Owned,"2,757","14,999","244,972",6.12
Navajo Tribal Utility Auth,Publicly Owned,86,485,"5,770",8.41
Nephi City Corporation,Publicly Owned,285,"2,485","21,590",11.51
Oak City Town of,Publicly Owned,10,17,300,5.67
PacifiCorp,Investor-Owned,"64,571","339,606","6,517,053",5.21
Parowan City Corporation,Publicly Owned,116,220,"2,750",8.00
Payson City Corporation,Publicly Owned,306,"3,604","36,527",9.87
Price Municipal Corporation,Publicly Owned,455,"2,449","44,901",5.45
Provo City Corporation,Publicly Owned,"4,585","23,014","367,429",6.26
Raft River Rural Elec Coop Inc,Cooperative,31,25,460,5.43
Salem City Corporation,Publicly Owned,67,387,"4,125",9.38
Santa Clara City of,Publicly Owned,50,112,"1,334",8.40
Spanish Fork City Corporation,Publicly Owned,963,"4,510","65,590",6.88
Spring City Corporation,Publicly Owned,27,10,100,10.00
Springville City of,Publicly Owned,669,"3,476","35,630",9.76
St George City of,Publicly Owned,"3,183","15,941","240,872",6.62
Strawberry Electric Serv Dist,Publicly Owned,418,827,"7,473",11.07
Washington City of,Publicly Owned,214,"1,231","22,839",5.39
Wells Rural Electric Co,Cooperative,142,604,"9,125",6.62
 State Total,,"92,103","474,278","8,462,993",5.60
Vermont,,,,,
"Barton Village, Inc",Publicly Owned,167,469,"3,088",15.19
Burlington City of,Publicly Owned,"3,582","18,859","185,343",10.18
Central Vermont Pub Serv Corp,Investor-Owned,"19,481","103,082","858,537",12.01
Citizens Communications Co,Investor-Owned,"1,932","7,153","73,288",9.76
Enosburg Falls Village of,Publicly Owned,123,882,"7,143",12.35
Green Mountain Power Corp,Investor-Owned,"13,344","74,883","723,641",10.35
Hardwick Town of,Publicly Owned,355,492,"4,442",11.08
Hyde Park Village of,Publicly Owned,112,132,"1,198",11.02
Jacksonville Village of,Publicly Owned,52,75,698,10.74
Johnson Village of,Publicly Owned,101,110,"1,403",7.84
Ludlow Village of,Publicly Owned,621,"1,301","12,605",10.32
Lyndonville Village of,Publicly Owned,651,"1,209","10,067",12.01
Morrisville Village of,Publicly Owned,516,833,"6,953",11.98
Northfield Village of,Publicly Owned,182,355,"2,809",12.64
Omya Inc,Investor-Owned,68,272,"3,338",8.15
Orleans Village of,Publicly Owned,70,186,"1,569",11.85
Readsboro Town of,Publicly Owned,56,65,521,12.48
Rochester Electric Lt & Pwr Co,Investor-Owned,133,265,"1,770",14.97
Stowe Town of,Publicly Owned,586,"3,406","32,715",10.41
Swanton Village of,Publicly Owned,276,447,"3,965",11.27
"Vermont Electric Coop, Inc",Cooperative,607,975,"7,455",13.08
"Washington Electric Coop, Inc",Cooperative,243,543,"3,290",16.50
 State Total,,"43,258","215,994","1,945,838",11.10
Virginia,,,,,
A & N Electric Cooperative,Cooperative,563,954,"10,012",9.53
Appalachian Power Co,Investor-Owned,"60,058","137,940","3,043,817",4.53
"BARC Electric Cooperative, Inc",Cooperative,577,"2,701","28,711",9.41
Bedford City of,Publicly Owned,854,"2,504","37,183",6.73
Blackstone Town of,Publicly Owned,236,835,"10,681",7.82
Bristol Virginia Utilities,Publicly Owned,"1,981","2,089","36,517",5.72
Central Virginia Electric Coop,Cooperative,"2,568","6,170","83,117",7.42
Community Electric Cooperative,Cooperative,"1,515","1,699","18,135",9.37
Craig-Botetourt Electric Coop,Cooperative,459,895,"9,850",9.09
Culpeper Town of,Publicly Owned,615,"2,009","24,551",8.18
Danville City of,Publicly Owned,"4,549","15,895","299,571",5.31
Delmarva Power & Light Company,Investor-Owned,"3,251","13,076","178,687",7.32
Elkton Town of,Publicly Owned,156,486,"6,275",7.75
Franklin City of,Publicly Owned,712,"2,821","37,645",7.49
Front Royal Town of,Publicly Owned,914,"4,114","63,700",6.46
Harrisonburg City of,Publicly Owned,"2,596","16,480","284,104",5.80
Kentucky Utilities Co,Investor-Owned,"3,521","9,115","187,218",4.87
Manassas City of,Publicly Owned,"2,183","10,861","167,832",6.47
Martinsville City of,Publicly Owned,230,"3,051","62,324",4.90
"Mecklenburg Electric Coop, Inc",Cooperative,"1,399","5,435","63,192",8.60
"Northern Neck Elec Coop, Inc",Cooperative,822,"3,046","33,300",9.15
Northern Virginia Elec Coop,Cooperative,"7,031","61,910","653,549",9.47
Powell Valley Electric Coop,Cooperative,"1,128","1,455","16,947",8.59
Prince George Electric Coop,Cooperative,904,"2,007","24,150",8.31
Radford City of,Publicly Owned,727,"1,554","25,827",6.02
Rappahannock Electric Coop,Cooperative,"3,972","9,984","101,685",9.82
Richlands Town of,Publicly Owned,903,"1,613","31,468",5.13
Salem City of,Publicly Owned,"1,946","7,496","164,149",4.57
Shenandoah Valley Elec Coop,Cooperative,"4,476","8,504","95,977",8.86
"Southside Electric Coop, Inc",Cooperative,"1,561","2,130","21,443",9.93
The Potomac Edison Co,Investor-Owned,"12,079","31,308","565,932",5.53
Virginia Electric & Power Co,Investor-Owned,"194,923","1,384,764","23,497,176",5.89
Virginia Tech Electric Service,Publicly Owned,722,"2,349","49,225",4.77
Wakefield Town of,Publicly Owned,123,131,"2,739",4.78
 State Total,,"320,254","1,757,381","29,936,689",5.87
Washington,,,,,
"Alder Mutual Light Co, Inc",Cooperative,18,15,227,6.61
Avista Corp,Investor-Owned,"21,121","135,535","1,955,438",6.93
Benton Rural Electric Assn,Cooperative,948,"4,510","76,447",5.90
"Big Bend Electric Coop, Inc",Cooperative,"3,631","14,482","352,784",4.11
Blaine City of,Publicly Owned,401,"1,511","22,961",6.58
Cashmere City of,Publicly Owned,205,734,"29,766",2.47
Centralia City of,Publicly Owned,"1,321","4,438","82,186",5.40
Cheney City of,Publicly Owned,339,"2,848","54,658",5.21
Chewelah City of,Publicly Owned,178,613,"9,515",6.44
Clearwater Power Company,Cooperative,106,187,"2,495",7.49
"Columbia Rural Elec Assn, Inc",Cooperative,883,"1,413","25,051",5.64
Coulee Dam City of,Publicly Owned,68,318,"7,245",4.39
Eatonville Town of,Publicly Owned,85,239,"9,011",2.65
Ellensburg City of,Publicly Owned,"1,133","3,086","60,752",5.08
Elmhurst Mutual Power & Light Co,Cooperative,560,"1,463","38,557",3.79
Inland Power & Light Company,Cooperative,"1,889","3,928","82,956",4.74
Kootenai Electric Coop Inc,Cooperative,7,5,53,9.43
Lakeview Light & Power,Cooperative,"1,753","6,505","137,633",4.73
McCleary City of,Publicly Owned,63,292,"2,834",10.30
Milton City of,Publicly Owned,174,"1,018","5,982",17.02
Modern Electric Water Company,Cooperative,"1,828","5,419","116,564",4.65
"Nespelem Valley Elec Coop, Inc",Cooperative,242,728,"11,931",6.10
"Ohop Mutual Light Company, Inc",Cooperative,74,97,"1,937",5.01
"Okanogan County Elec Coop, Inc",Cooperative,251,477,"7,103",6.72
Orcas Power & Light Cooperative,Cooperative,"1,634","2,988","51,655",5.78
PacifiCorp,Investor-Owned,"16,223","63,976","1,282,513",4.99
Parkland Light & Water Company,Cooperative,578,"2,237","61,111",3.66
Peninsula Light Company,Cooperative,"2,985","7,753","110,733",7.00
Port Angeles City of,Publicly Owned,"1,556","4,019","96,986",4.14
Public Utility District No 1,Publicly Owned,302,672,"9,257",7.26
Public Utility District No 1,Publicly Owned,553,"1,422","31,256",4.55
Public Utility District No 2,Publicly Owned,"2,004","5,926","81,382",7.28
PUD No 1 of Asotin County,Publicly Owned,3,19,467,4.07
PUD No 1 of Benton County,Publicly Owned,"5,435","41,022","879,500",4.66
PUD No 1 of Chelan County,Publicly Owned,"4,549","12,222","377,361",3.24
PUD No 1 of Clallam County,Publicly Owned,"2,342","3,813","56,221",6.78
PUD No 1 of Clark County,Publicly Owned,"11,690","78,412","1,297,496",6.04
PUD No 1 of Cowlitz County,Publicly Owned,"5,048","22,057","364,651",6.05
PUD No 1 of Douglas County,Publicly Owned,"1,250","2,795","125,397",2.23
PUD No 1 of Ferry County,Publicly Owned,409,"1,123","16,045",7.00
PUD No 1 of Franklin County,Publicly Owned,"2,849","20,813","379,269",5.49
PUD No 1 of Grays Harbor Cnty,Publicly Owned,"3,050","16,599","249,644",6.65
PUD No 1 of Kittitas County,Publicly Owned,267,682,"12,404",5.50
PUD No 1 of Klickitat County,Publicly Owned,"1,606","4,010","74,649",5.37
PUD No 1 of Lewis County,Publicly Owned,"3,785","6,395","134,138",4.77
PUD No 1 of Macon County,Publicly Owned,404,965,"13,000",7.42
PUD No 1 of Okanogan County,Publicly Owned,"2,229","10,159","183,677",5.53
PUD No 1 of Pend Oreille Cnty,Publicly Owned,740,"1,363","43,242",3.15
PUD No 2 of Grant County,Publicly Owned,"4,297","14,709","511,051",2.88
PUD No 3 of Mason County,Publicly Owned,"1,950","9,421","162,559",5.80
Puget Sound Energy Inc,Investor-Owned,"104,274","537,818","7,974,498",6.74
Richland City of,Publicly Owned,"1,565","8,405","282,453",2.98
Seattle City of,Publicly Owned,"31,418","238,263","3,845,912",6.20
Snohomish County PUD No 1,Publicly Owned,"24,210","149,824","2,103,795",7.12
Steilacoom Town of,Publicly Owned,60,223,"3,153",7.07
Sumas City of,Publicly Owned,79,257,"3,500",7.34
Tacoma City of,Publicly Owned,"13,478","20,227","321,567",6.29
Tanner Electric Cooperative,Cooperative,261,710,"10,177",6.98
Vera Irrigation District #15,Publicly Owned,720,"3,694","64,829",5.70
 State Total,,"291,081","1,484,854","24,309,634",6.11
West Virginia,,,,,
Appalachian Power Co,Investor-Owned,"60,278","180,630","3,580,274",5.05
Black Diamond Power Company,Investor-Owned,202,333,"4,550",7.32
Craig-Botetourt Electric Coop,Cooperative,31,21,206,10.19
Elk Power Co,Investor-Owned,236,588,"8,689",6.77
Elkhorn Public Service Co,Investor-Owned,21,26,509,5.11
"Harrison Rural Elec Assn, Inc",Cooperative,391,430,"4,330",9.93
Kimball Light & Water Co,Investor-Owned,38,27,426,6.34
Monongahela Power Co,Investor-Owned,"41,595","136,794","2,351,449",5.82
New Martinsville City of,Publicly Owned,371,"1,263","21,914",5.76
Philippi Municipal Electric,Publicly Owned,296,729,"10,454",6.97
Shenandoah Valley Elec Coop,Cooperative,454,505,"5,871",8.60
The Potomac Edison Co,Investor-Owned,"13,050","37,190","653,300",5.69
Union Power Co,Investor-Owned,206,321,"5,004",6.41
United Light & Power Co,Investor-Owned,164,319,"4,168",7.65
War Light & Power Co,Investor-Owned,148,220,"3,878",5.67
Wheeling Power Co,Investor-Owned,"5,112","21,352","384,006",5.56
 State Total,,"122,593","380,748","7,039,028",5.41
Wisconsin,,,,,
Adams-Columbia Electric Coop,Cooperative,"1,915","5,516","76,163",7.24
Algoma Utility Comm,Publicly Owned,335,"1,334","21,515",6.20
Arcadia City of,Publicly Owned,230,315,"5,032",6.26
Argyle City of,Publicly Owned,76,96,"1,722",5.57
Bangor City of,Publicly Owned,442,650,"8,640",7.52
Barron City of,Publicly Owned,313,620,"10,087",6.15
Barron Electric Cooperative,Cooperative,151,"1,399","22,149",6.32
"Bayfield Electric Coop, Inc",Cooperative,124,740,"12,059",6.14
Belmont Village of,Publicly Owned,86,72,"1,193",6.04
Benton Village of,Publicly Owned,67,131,"1,791",7.31
Black Earth Village of,Publicly Owned,117,267,"3,616",7.38
Black River Falls City of,Publicly Owned,497,"2,036","36,822",5.53
Bloomer Electric & Water Co,Publicly Owned,296,425,"6,406",6.63
Boscobel City of,Publicly Owned,239,"1,454","29,185",4.98
Brodhead Water & Lighting Comm,Publicly Owned,288,682,"11,368",6.00
Cadott Village of,Publicly Owned,139,176,"1,122",15.69
Cashton Village of,Publicly Owned,95,109,"1,663",6.55
Cedarburg Light & Water Comm,Publicly Owned,806,"3,321","55,863",5.94
Central Wisconsin Elec Coop,Cooperative,341,"1,088","16,162",6.73
Centuria Village of,Publicly Owned,66,129,"1,751",7.37
Chippewa Valley Electric Coop,Cooperative,219,274,"4,623",5.93
Clark Electric Cooperative,Cooperative,55,"1,284","29,881",4.30
Clintonville City of,Publicly Owned,375,"1,040","19,097",5.45
Columbus City of,Publicly Owned,384,"1,820","31,215",5.83
Consolidated Water Power Co,Investor-Owned,176,335,"6,116",5.48
Cornell City of,Publicly Owned,133,161,"2,538",6.34
Cuba City City of,Publicly Owned,132,555,"9,662",5.74
Cumberland City of,Publicly Owned,213,376,"5,236",7.18
Dahlberg Light & Power Co,Investor-Owned,"1,022","1,685","18,690",9.02
Dunn County Electric Coop,Cooperative,304,764,"11,560",6.61
Eagle River City of,Publicly Owned,496,"1,583","29,215",5.42
Eau Claire Electric Coop,Cooperative,460,"1,385","19,446",7.12
Elkhorn City of,Publicly Owned,630,"1,993","21,137",9.43
Elroy City of,Publicly Owned,134,216,"3,493",6.18
Evansville City of,Publicly Owned,553,"1,463","23,000",6.36
Fennimore City of,Publicly Owned,236,314,"4,855",6.47
Florence Utility Comm,Publicly Owned,150,707,"10,751",6.58
Gresham Village of,Publicly Owned,151,243,"3,108",7.82
Hartford Electric,Publicly Owned,731,"4,364","70,119",6.22
Hazel Green Village of,Publicly Owned,90,91,"1,445",6.30
Head of The Lakes Elec Coop,Cooperative,205,416,"5,300",7.85
Hustisford Utilities,Publicly Owned,178,520,"8,315",6.25
"Jackson Electric Coop, Inc",Cooperative,68,"1,083","21,587",5.02
Jefferson Utilities,Publicly Owned,512,"2,493","43,296",5.76
"Jump River Electric Coop, Inc",Cooperative,510,"1,114","15,095",7.38
Juneau Utility Comm,Publicly Owned,157,217,"3,128",6.94
Kaukauna City of,Publicly Owned,"1,406","5,426","131,121",4.14
Kiel City of,Publicly Owned,327,598,"10,467",5.71
La Farge Municipal Electric Co,Publicly Owned,103,143,"2,291",6.24
Lake Mills Light & Water,Publicly Owned,401,"2,024","35,449",5.71
Lodi City of,Publicly Owned,244,959,"15,547",6.17
Madison Gas & Electric Co,Investor-Owned,"17,256","108,842","1,640,190",6.64
Manitowoc Public Utilities,Publicly Owned,"1,658","5,588","83,925",6.66
Marshfield City of,Publicly Owned,"1,672","4,128","86,705",4.76
Mazomanie Village of,Publicly Owned,68,119,"1,725",6.90
Medford City of,Publicly Owned,524,643,"12,169",5.28
Menasha City of,Publicly Owned,627,"3,700","68,865",5.37
Merrillan Village of,Publicly Owned,42,65,"1,075",6.05
